iri	id
ZP:0008915	0-0-ZFA:0001617-PATO:0000070-0-0-0
ZP:0008836	0-0-ZFA:0000243-PATO:0001905-0-0-ZFA:0009367
ZP:0013460	0-0-ZFA:0009111-PATO:0000070-0-0-0
ZP:0013460	0-0-ZFA:0009111-PATO:0002050-0-0-0
ZP:0013411	0-0-ZFA:0009323-PATO:0002050-0-0-0
ZP:0013411	0-0-ZFA:0009323-PATO:0000070-0-0-0
ZP:0013309	GO:0005929-BFO:0000050-ZFA:0000150-PATO:0002050-0-0-0
ZP:0013309	GO:0005929-BFO:0000050-ZFA:0000150-PATO:0000070-0-0-0
ZP:0013308	0-0-ZFA:0000023-PATO:0002050-0-0-0
ZP:0013308	0-0-ZFA:0000023-PATO:0000070-0-0-0
ZP:0021320	0-0-ZFA:0000009-PATO:0001555-0-0-ZFA:0009316
ZP:0021320	0-0-ZFA:0000009-PATO:0001905-0-0-ZFA:0009316
ZP:0013251	0-0-ZFA:0009127-PATO:0000070-0-0-0
ZP:0013251	0-0-ZFA:0009127-PATO:0002050-0-0-0
ZP:0013218	0-0-ZFA:0009327-PATO:0000070-0-0-0
ZP:0013218	0-0-ZFA:0009327-PATO:0002050-0-0-0
ZP:0013208	0-0-ZFA:0009325-PATO:0002050-0-0-0
ZP:0013208	0-0-ZFA:0009325-PATO:0000070-0-0-0
ZP:0013158	0-0-ZFA:0009091-PATO:0002050-0-0-0
ZP:0013158	0-0-ZFA:0009091-PATO:0000070-0-0-0
ZP:0013074	0-0-ZFA:0009280-PATO:0000070-0-0-0
ZP:0013074	0-0-ZFA:0009280-PATO:0002050-0-0-0
ZP:0013073	0-0-ZFA:0009262-PATO:0002050-0-0-0
ZP:0013073	0-0-ZFA:0009262-PATO:0000070-0-0-0
ZP:0013062	0-0-ZFA:0000678-PATO:0000070-0-0-0
ZP:0013062	0-0-ZFA:0000678-PATO:0002050-0-0-0
ZP:0013048	0-0-ZFA:0009199-PATO:0002050-0-0-0
ZP:0013048	0-0-ZFA:0009199-PATO:0000070-0-0-0
ZP:0013034	0-0-ZFA:0009051-PATO:0002050-0-0-0
ZP:0013034	0-0-ZFA:0009051-PATO:0000070-0-0-0
ZP:0013013	0-0-ZFA:0009354-PATO:0000070-0-0-0
ZP:0013013	0-0-ZFA:0009354-PATO:0002050-0-0-0
ZP:0013003	0-0-ZFA:0009090-PATO:0002050-0-0-0
ZP:0013003	0-0-ZFA:0009090-PATO:0000070-0-0-0
ZP:0011851	0-0-ZFA:0000075-PATO:0001905-ZFA:0009076-BFO:0000050-ZFA:0000075
ZP:0001559	0-0-ZFA:0001094-PATO:0000461-0-0-0
ZP:0001559	0-0-ZFA:0001094-PATO:0000001-0-0-0
ZP:0018268	ZFA:0001058-BFO:0000050-ZFA:0001269-PATO:0001905-0-0-ZFA:0009036
ZP:0018319	ZFA:0001058-BFO:0000050-ZFA:0001269-PATO:0001905-0-0-ZFA:0009036
ZP:0017904	0-0-ZFA:0000075-PATO:0001905-ZFA:0009076-BFO:0000050-ZFA:0000075
ZP:0013168	GO:0005929-BFO:0000050-ZFA:0000001-PATO:0000070-0-0-0
ZP:0013168	GO:0005929-BFO:0000050-ZFA:0000001-PATO:0002050-0-0-0
ZP:0021392	ZFA:0009361-BFO:0000050-ZFA:0000418-PATO:0002050-0-0-0
ZP:0013301	0-0-ZFA:0009094-PATO:0000070-0-0-0
ZP:0013301	0-0-ZFA:0009094-PATO:0002050-0-0-0
ZP:0013342	0-0-ZFA:0009014-PATO:0000070-0-0-0
ZP:0013342	0-0-ZFA:0009014-PATO:0002050-0-0-0
ZP:0013356	0-0-ZFA:0009324-PATO:0002050-0-0-0
ZP:0013356	0-0-ZFA:0009324-PATO:0000070-0-0-0
ZP:0016481	ZFA:0009316-BFO:0000050-ZFA:0001374-PATO:0002050-0-0-0
ZP:0016481	ZFA:0009316-BFO:0000050-ZFA:0001374-PATO:0000070-0-0-0
ZP:0004916	0-0-ZFA:0009247-PATO:0000070-0-0-0
ZP:0004916	0-0-ZFA:0009247-PATO:0002050-0-0-0
ZP:0013642	GO:0030424-BFO:0000050-ZFA:0000295-PATO:0002050-0-0-0
ZP:0013642	GO:0030424-BFO:0000050-ZFA:0000295-PATO:0000070-0-0-0
ZP:0022911	ZFA:0009000-BFO:0000050-ZFA:0000107-PATO:0000070-0-0-0
ZP:0022911	ZFA:0009000-BFO:0000050-ZFA:0000107-PATO:0002050-0-0-0
ZP:0014964	0-0-ZFA:0009048-PATO:0002050-0-0-0
ZP:0014964	0-0-ZFA:0009048-PATO:0000070-0-0-0
ZP:0014938	0-0-ZFA:0009015-PATO:0002050-0-0-0
ZP:0014938	0-0-ZFA:0009015-PATO:0000070-0-0-0
ZP:0014883	0-0-ZFA:0000075-PATO:0001555-0-0-ZFA:0009076
ZP:0014883	0-0-ZFA:0000075-PATO:0001905-0-0-ZFA:0009076
ZP:0017901	0-0-ZFA:0000243-PATO:0001905-0-0-ZFA:0009367
ZP:0014393	0-0-ZFA:0001285-PATO:0000070-0-0-0
ZP:0014393	0-0-ZFA:0001285-PATO:0002050-0-0-0
