defined_class	affected_entity_1_super	pato_id
ZP:0000088	ZFA:0009125	PATO:0000060
ZP:0000091	ZFA:0009367	PATO:0001997
ZP:0000092	GO:0004853	PATO:0000911
ZP:0000093	GO:0006778	PATO:0001507
ZP:0000094	ZFA:0000007	PATO:0000001
ZP:0000095	ZFA:0001094	PATO:0000718
ZP:0000096	ZFA:0009256	PATO:0000018
ZP:0000097	GO:0001706	PATO:0001236
ZP:0000098	GO:0001714	PATO:0001507
ZP:0000099	GO:0021999	PATO:0000297
ZP:0000100	ZFA:0000008	PATO:0000051
ZP:0000102	ZFA:0000084	PATO:0000586
ZP:0000103	ZFA:0000106	PATO:0000574
ZP:0000104	ZFA:0000106	PATO:0000591
ZP:0000105	ZFA:0000110	PATO:0001478
ZP:0000106	ZFA:0000112	PATO:0001483
ZP:0000107	ZFA:0000114	PATO:0000051
ZP:0000108	ZFA:0000114	PATO:0000403
ZP:0000109	ZFA:0000114	PATO:0001473
ZP:0000110	ZFA:0000135	PATO:0001483
ZP:0000112	ZFA:0000159	PATO:0001478
ZP:0000113	ZFA:0000360	PATO:0001473
ZP:0000114	ZFA:0000360	PATO:0001784
ZP:0000115	ZFA:0000396	PATO:0000001
ZP:0000117	ZFA:0001114	PATO:0000645
ZP:0000118	ZFA:0001259	PATO:0001478
ZP:0000119	GO:0001958	PATO:0001507
ZP:0000120	GO:0002062	PATO:0000502
ZP:0000121	ZFA:0000107	PATO:0000628
ZP:0000122	ZFA:0000135	PATO:0000967
ZP:0000123	ZFA:0000547	PATO:0000462
ZP:0000124	ZFA:0001114	PATO:0000646
ZP:0000125	ZFA:0001205	PATO:0000628
ZP:0000126	ZFA:0001205	PATO:0000646
ZP:0000127	ZFA:0001239	PATO:0000025
ZP:0000128	ZFA:0001306	PATO:0001483
ZP:0000129	ZFA:0001321	PATO:0000587
ZP:0000130	ZFA:0001321	PATO:0000646
ZP:0000131	ZFA:0001400	PATO:0000628
ZP:0000132	ZFA:0001400	PATO:0000646
ZP:0000133	ZFA:0001405	PATO:0000587
ZP:0000134	ZFA:0001458	PATO:0000937
ZP:0000135	ZFA:0001460	PATO:0000937
ZP:0000136	ZFA:0001516	PATO:0000587
ZP:0000137	ZFA:0001633	PATO:0000051
ZP:0000138	ZFA:0009084	PATO:0000937
ZP:0000139	GO:0001702	PATO:0000001
ZP:0000140	GO:0001702	PATO:0001507
ZP:0000141	GO:0009953	PATO:0001507
ZP:0000142	GO:0009957	PATO:0001507
ZP:0000143	GO:0036342	PATO:0001507
ZP:0000145	ZFA:0000077	PATO:0001922
ZP:0000147	ZFA:0000135	PATO:0000001
ZP:0000148	ZFA:0000135	PATO:0000600
ZP:0000149	ZFA:0000138	PATO:0000937
ZP:0000150	ZFA:0000138	PATO:0001483
ZP:0000151	ZFA:0000150	PATO:0000645
ZP:0000152	ZFA:0000155	PATO:0000411
ZP:0000153	ZFA:0000155	PATO:0000600
ZP:0000154	ZFA:0000255	PATO:0000051
ZP:0000158	ZFA:0000948	PATO:0000573
ZP:0000159	ZFA:0001094	PATO:0000052
ZP:0000160	ZFA:0001094	PATO:0000620
ZP:0000161	ZFA:0001094	PATO:0001891
ZP:0000163	ZFA:0001115	PATO:0001485
ZP:0000164	ZFA:0001115	PATO:0001787
ZP:0000165	ZFA:0001117	PATO:0001483
ZP:0000168	ZFA:0001135	PATO:0000051
ZP:0000169	ZFA:0001161	PATO:0000628
ZP:0000172	ZFA:0009044	PATO:0001997
ZP:0000173	ZFA:0009325	PATO:0000462
ZP:0000174	GO:0021534	PATO:0002052
ZP:0000175	GO:0021592	PATO:0001507
ZP:0000176	GO:0021854	PATO:0001236
ZP:0000177	GO:0030902	PATO:0001507
ZP:0000178	GO:0034653	PATO:0000911
ZP:0000179	GO:0048853	PATO:0001236
ZP:0000180	GO:0060059	PATO:0001236
ZP:0000181	ZFA:0000050	PATO:0000636
ZP:0000182	ZFA:0000101	PATO:0001241
ZP:0000183	ZFA:0000109	PATO:0001241
ZP:0000184	ZFA:0000110	PATO:0000141
ZP:0000185	ZFA:0000137	PATO:0000646
ZP:0000186	ZFA:0000144	PATO:0000628
ZP:0000187	ZFA:0000152	PATO:0000646
ZP:0000188	ZFA:0000152	PATO:0001241
ZP:0000189	ZFA:0001202	PATO:0001241
ZP:0000190	ZFA:0001284	PATO:0000609
ZP:0000191	GO:0003143	PATO:0002302
ZP:0000192	GO:0003160	PATO:0002302
ZP:0000193	GO:0003260	PATO:0000502
ZP:0000194	GO:0055008	PATO:0002302
ZP:0000195	GO:0060975	PATO:0002302
ZP:0000196	ZFA:0000059	PATO:0000600
ZP:0000197	ZFA:0001319	PATO:0000628
ZP:0000198	ZFA:0001320	PATO:0000628
ZP:0000200	GO:0001964	PATO:0001507
ZP:0000201	GO:0007634	PATO:0001507
ZP:0000202	GO:0008345	PATO:0000078
ZP:0000203	GO:0009646	PATO:0001507
ZP:0000204	GO:0010996	PATO:0001507
ZP:0000205	GO:0016199	PATO:0001507
ZP:0000206	GO:0050881	PATO:0000001
ZP:0000207	GO:0050885	PATO:0000001
ZP:0000208	GO:0050885	PATO:0001507
ZP:0000209	GO:0050957	PATO:0001507
ZP:0000210	GO:0071679	PATO:0001507
ZP:0000211	ZFA:0000059	PATO:0000599
ZP:0000212	ZFA:0001094	PATO:0000169
ZP:0000213	ZFA:0001094	PATO:0002076
ZP:0000214	ZFA:0001117	PATO:0001906
ZP:0000215	ZFA:0001692	PATO:0000937
ZP:0000217	GO:0001889	PATO:0001507
ZP:0000218	ZFA:0000084	PATO:0000327
ZP:0000219	ZFA:0000124	PATO:0001473
ZP:0000220	ZFA:0001117	PATO:0000051
ZP:0000221	GO:0031101	PATO:0001507
ZP:0000222	GO:0001947	PATO:0001507
ZP:0000223	GO:0007507	PATO:0001507
ZP:0000224	ZFA:0001094	PATO:0001591
ZP:0000225	ZFA:0001114	PATO:0001958
ZP:0000226	GO:0043931	PATO:0000502
ZP:0000227	GO:0070509	PATO:0002302
ZP:0000228	GO:0006171	PATO:0000911
ZP:0000229	GO:0006183	PATO:0000911
ZP:0000230	GO:0060047	PATO:0000911
ZP:0000231	ZFA:0000114	PATO:0000025
ZP:0000232	ZFA:0000114	PATO:0001581
ZP:0000233	ZFA:0000114	PATO:0001624
ZP:0000234	ZFA:0001216	PATO:0000645
ZP:0000235	ZFA:0001227	PATO:0000645
ZP:0000236	GO:0045214	PATO:0001507
ZP:0000237	GO:0055002	PATO:0001507
ZP:0000238	GO:0070650	PATO:0001507
ZP:0000239	ZFA:0001094	PATO:0000300
ZP:0000240	ZFA:0001094	PATO:0000617
ZP:0000254	GO:0021520	PATO:0001507
ZP:0000255	GO:0021530	PATO:0001507
ZP:0000262	GO:0001946	PATO:0000297
ZP:0000263	ZFA:0005110	PATO:0000645
ZP:0000264	ZFA:0009395	PATO:0000645
ZP:0000265	GO:0001946	PATO:0001507
ZP:0000266	ZFA:0000250	PATO:0000406
ZP:0000267	ZFA:0000250	PATO:0000599
ZP:0000268	ZFA:0000692	PATO:0000587
ZP:0000269	ZFA:0001205	PATO:0000051
ZP:0000270	ZFA:0001399	PATO:0000936
ZP:0000271	ZFA:0001422	PATO:0001154
ZP:0000272	ZFA:0001422	PATO:0001617
ZP:0000273	ZFA:0005110	PATO:0000462
ZP:0000274	ZFA:0005110	PATO:0001442
ZP:0000275	GO:0001840	PATO:0001236
ZP:0000276	GO:0014003	PATO:0000297
ZP:0000277	GO:0021654	PATO:0001507
ZP:0000279	GO:0022015	PATO:0002051
ZP:0000280	GO:0039014	PATO:0001507
ZP:0000282	ZFA:0000012	PATO:0001396
ZP:0000290	ZFA:0000132	PATO:0000051
ZP:0000291	ZFA:0000151	PATO:0001396
ZP:0000297	ZFA:0005304	PATO:0001444
ZP:0000298	ZFA:0005304	PATO:0001714
ZP:0000299	ZFA:0005304	PATO:0002105
ZP:0000300	ZFA:0005304	PATO:0002181
ZP:0000301	ZFA:0009063	PATO:0000574
ZP:0000302	GO:0001756	PATO:0001624
ZP:0000303	GO:0007049	PATO:0000297
ZP:0000304	GO:0008283	PATO:0002052
ZP:0000305	GO:0009790	PATO:0000297
ZP:0000306	ZFA:0001094	PATO:0001422
ZP:0000308	ZFA:0001477	PATO:0000647
ZP:0000309	ZFA:0009090	PATO:0001997
ZP:0000310	GO:0000387	PATO:0002302
ZP:0000311	GO:0006915	PATO:0002051
ZP:0000312	GO:0030576	PATO:0002302
ZP:0000313	GO:0045292	PATO:0002052
ZP:0000318	GO:0014032	PATO:0001507
ZP:0000319	ZFA:0000008	PATO:0001853
ZP:0000320	ZFA:0000029	PATO:0001853
ZP:0000321	ZFA:0000110	PATO:0000586
ZP:0000322	ZFA:0000128	PATO:0001853
ZP:0000323	ZFA:0000159	PATO:0000586
ZP:0000324	ZFA:0001094	PATO:0000587
ZP:0000327	ZFA:0005178	PATO:0000470
ZP:0000328	ZFA:0009091	PATO:0000060
ZP:0000329	ZFA:0009091	PATO:0001997
ZP:0000330	ZFA:0009165	PATO:0001997
ZP:0000331	ZFA:0009248	PATO:0000470
ZP:0000332	GO:0003007	PATO:0001507
ZP:0000333	GO:0007368	PATO:0001507
ZP:0000334	GO:0007507	PATO:0000502
ZP:0000335	GO:0008015	PATO:0001507
ZP:0000336	GO:0021794	PATO:0001236
ZP:0000337	GO:0021794	PATO:0002302
ZP:0000338	GO:0021881	PATO:0001507
ZP:0000339	GO:0030900	PATO:0001507
ZP:0000340	GO:0048048	PATO:0001507
ZP:0000341	GO:0050673	PATO:0002051
ZP:0000342	GO:0060070	PATO:0002051
ZP:0000343	GO:0061381	PATO:0000502
ZP:0000344	ZFA:0000019	PATO:0000586
ZP:0000347	ZFA:0000022	PATO:0000001
ZP:0000348	ZFA:0000047	PATO:0000462
ZP:0000349	ZFA:0000048	PATO:0001483
ZP:0000350	ZFA:0000050	PATO:0000462
ZP:0000351	ZFA:0000059	PATO:0001483
ZP:0000353	ZFA:0000079	PATO:0000587
ZP:0000354	ZFA:0000079	PATO:0001483
ZP:0000355	ZFA:0000107	PATO:0000001
ZP:0000356	ZFA:0000107	PATO:0000462
ZP:0000357	ZFA:0000107	PATO:0001483
ZP:0000358	ZFA:0000109	PATO:0000001
ZP:0000359	ZFA:0000109	PATO:0000587
ZP:0000360	ZFA:0000114	PATO:0001199
ZP:0000363	ZFA:0000149	PATO:0001199
ZP:0000364	ZFA:0000162	PATO:0000586
ZP:0000366	ZFA:0000571	PATO:0001483
ZP:0000367	ZFA:0000574	PATO:0000586
ZP:0000368	ZFA:0000653	PATO:0001396
ZP:0000373	ZFA:0001108	PATO:0001483
ZP:0000374	ZFA:0001114	PATO:0000638
ZP:0000375	ZFA:0001114	PATO:0000639
ZP:0000376	ZFA:0001282	PATO:0000587
ZP:0000377	ZFA:0001317	PATO:0000644
ZP:0000378	ZFA:0001318	PATO:0000595
ZP:0000379	ZFA:0001338	PATO:0000051
ZP:0000380	ZFA:0001338	PATO:0000591
ZP:0000381	ZFA:0001360	PATO:0000140
ZP:0000383	ZFA:0005126	PATO:0000591
ZP:0000384	ZFA:0005126	PATO:0000937
ZP:0000385	ZFA:0005126	PATO:0001396
ZP:0000386	ZFA:0005757	PATO:0000591
ZP:0000387	ZFA:0005757	PATO:0001396
ZP:0000388	ZFA:0007001	PATO:0000462
ZP:0000389	ZFA:0009399	PATO:0002102
ZP:0000390	GO:0001944	PATO:0001507
ZP:0000391	GO:0048795	PATO:0001236
ZP:0000392	ZFA:0000076	PATO:0000051
ZP:0000394	ZFA:0000254	PATO:0001241
ZP:0000395	ZFA:0001306	PATO:0001241
ZP:0000396	ZFA:0009256	PATO:0001997
ZP:0000397	ZFA:0000012	PATO:0000647
ZP:0000398	ZFA:0001094	PATO:0000647
ZP:0000399	ZFA:0001114	PATO:0000407
ZP:0000400	ZFA:0000035	PATO:0000001
ZP:0000401	ZFA:0000107	PATO:0000639
ZP:0000402	ZFA:0000107	PATO:0002251
ZP:0000403	ZFA:0000112	PATO:0000645
ZP:0000404	ZFA:0000123	PATO:0000645
ZP:0000405	ZFA:0000144	PATO:0000639
ZP:0000406	ZFA:0000282	PATO:0000001
ZP:0000407	ZFA:0001114	PATO:0000599
ZP:0000408	GO:0006919	PATO:0002051
ZP:0000409	GO:0040011	PATO:0002302
ZP:0000410	ZFA:0000054	PATO:0001851
ZP:0000411	ZFA:0000076	PATO:0001483
ZP:0000412	ZFA:0000435	PATO:0001483
ZP:0000413	ZFA:0001261	PATO:0000586
ZP:0000414	ZFA:0001273	PATO:0000646
ZP:0000415	GO:0002088	PATO:0001507
ZP:0000416	GO:0003157	PATO:0001507
ZP:0000417	GO:0010842	PATO:0001507
ZP:0000418	GO:0070307	PATO:0001507
ZP:0000419	GO:0070309	PATO:0001507
ZP:0000420	ZFA:0000035	PATO:0000051
ZP:0000421	ZFA:0000035	PATO:0000141
ZP:0000425	ZFA:0000110	PATO:0000587
ZP:0000426	ZFA:0000114	PATO:0000470
ZP:0000427	ZFA:0000114	PATO:0001784
ZP:0000428	ZFA:0000128	PATO:0000001
ZP:0000429	ZFA:0000128	PATO:0000051
ZP:0000430	ZFA:0000155	PATO:0000639
ZP:0000431	ZFA:0001056	PATO:0000586
ZP:0000432	ZFA:0001056	PATO:0001930
ZP:0000437	ZFA:0001261	PATO:0001478
ZP:0000438	ZFA:0001462	PATO:0000052
ZP:0000439	ZFA:0001462	PATO:0001483
ZP:0000440	ZFA:0001683	PATO:0000051
ZP:0000441	ZFA:0001683	PATO:0000967
ZP:0000442	GO:0008219	PATO:0002051
ZP:0000443	ZFA:0000295	PATO:0000646
ZP:0000444	ZFA:0001306	PATO:0000646
ZP:0000445	ZFA:0001516	PATO:0000585
ZP:0000446	ZFA:0001555	PATO:0000646
ZP:0000447	ZFA:0001611	PATO:0000051
ZP:0000448	ZFA:0001612	PATO:0000051
ZP:0000449	GO:0001568	PATO:0001507
ZP:0000450	GO:0008015	PATO:0000297
ZP:0000451	GO:0030097	PATO:0001507
ZP:0000452	GO:0060047	PATO:0000078
ZP:0000453	GO:0072358	PATO:0001507
ZP:0000454	ZFA:0000360	PATO:0000051
ZP:0000455	ZFA:0001285	PATO:0001483
ZP:0000456	ZFA:0005024	PATO:0000051
ZP:0000457	ZFA:0005077	PATO:0000051
ZP:0000458	GO:0003146	PATO:0001507
ZP:0000459	GO:0006402	PATO:0001507
ZP:0000460	GO:0060971	PATO:0001507
ZP:0000461	ZFA:0000155	PATO:0000616
ZP:0000462	GO:0001947	PATO:0000502
ZP:0000463	GO:0060047	PATO:0000297
ZP:0000464	GO:0071907	PATO:0001507
ZP:0000465	ZFA:0000094	PATO:0000587
ZP:0000469	ZFA:0001069	PATO:0000587
ZP:0000470	ZFA:0001117	PATO:0000587
ZP:0000472	ZFA:0001285	PATO:0002364
ZP:0000473	ZFA:0001094	PATO:0000574
ZP:0000474	ZFA:0009248	PATO:0000639
ZP:0000475	GO:0001755	PATO:0001507
ZP:0000476	GO:0008078	PATO:0001507
ZP:0000477	GO:0030878	PATO:0001507
ZP:0000478	GO:0035138	PATO:0001507
ZP:0000479	GO:0048484	PATO:0001507
ZP:0000480	GO:0048565	PATO:0001507
ZP:0000481	GO:0051145	PATO:0001507
ZP:0000482	GO:0060047	PATO:0001507
ZP:0000483	GO:0060047	PATO:0001783
ZP:0000484	GO:0060914	PATO:0001507
ZP:0000485	GO:0071908	PATO:0001507
ZP:0000486	ZFA:0000009	PATO:0000141
ZP:0000489	ZFA:0000108	PATO:0000001
ZP:0000490	ZFA:0000114	PATO:0000646
ZP:0000491	ZFA:0000115	PATO:0001784
ZP:0000492	ZFA:0000121	PATO:0000599
ZP:0000493	ZFA:0000123	PATO:0001473
ZP:0000494	ZFA:0000140	PATO:0001473
ZP:0000495	ZFA:0000141	PATO:0000587
ZP:0000496	ZFA:0000191	PATO:0000052
ZP:0000497	ZFA:0001072	PATO:0001997
ZP:0000498	ZFA:0001081	PATO:0000587
ZP:0000500	ZFA:0001205	PATO:0000574
ZP:0000503	ZFA:0005057	PATO:0001483
ZP:0000504	ZFA:0009316	PATO:0002264
ZP:0000505	ZFA:0009262	PATO:0001997
ZP:0000506	GO:0035162	PATO:0001507
ZP:0000507	GO:0042541	PATO:0001507
ZP:0000508	GO:0043473	PATO:0001507
ZP:0000509	ZFA:0001069	PATO:0001798
ZP:0000510	ZFA:0001115	PATO:0002251
ZP:0000511	ZFA:0001285	PATO:0000587
ZP:0000512	ZFA:0005025	PATO:0000141
ZP:0000513	ZFA:0009256	PATO:0000052
ZP:0000514	ZFA:0009256	PATO:0000328
ZP:0000515	ZFA:0009256	PATO:0000586
ZP:0000516	ZFA:0009256	PATO:0001501
ZP:0000518	ZFA:0000013	PATO:0002011
ZP:0000521	ZFA:0000204	PATO:0002104
ZP:0000522	ZFA:0000641	PATO:0002011
ZP:0000523	ZFA:0001076	PATO:0002104
ZP:0000524	ZFA:0001094	PATO:0002129
ZP:0000525	ZFA:0009090	PATO:0000330
ZP:0000526	GO:0000278	PATO:0001309
ZP:0000527	ZFA:0000008	PATO:0002105
ZP:0000528	ZFA:0000009	PATO:0000587
ZP:0000529	ZFA:0000014	PATO:0000608
ZP:0000530	ZFA:0000014	PATO:0001478
ZP:0000531	ZFA:0000014	PATO:0001483
ZP:0000532	ZFA:0000114	PATO:0000586
ZP:0000535	ZFA:0000471	PATO:0000586
ZP:0000536	ZFA:0001267	PATO:0001444
ZP:0000537	ZFA:0001285	PATO:0001478
ZP:0000540	ZFA:0005035	PATO:0001478
ZP:0000543	GO:0030099	PATO:0001236
ZP:0000544	GO:0030851	PATO:0000911
ZP:0000545	GO:0030851	PATO:0002052
ZP:0000546	GO:0060216	PATO:0001236
ZP:0000547	GO:0060216	PATO:0001507
ZP:0000551	ZFA:0000737	PATO:0000052
ZP:0000557	ZFA:0009014	PATO:0001483
ZP:0000558	ZFA:0009015	PATO:0000462
ZP:0000559	ZFA:0009141	PATO:0000470
ZP:0000560	ZFA:0009250	PATO:0001997
ZP:0000561	ZFA:0009265	PATO:0001997
ZP:0000562	ZFA:0009323	PATO:0001997
ZP:0000563	ZFA:0009327	PATO:0001997
ZP:0000564	ZFA:0000737	PATO:0000587
ZP:0000565	GO:0001756	PATO:0000502
ZP:0000566	GO:0016339	PATO:0001507
ZP:0000567	GO:0055113	PATO:0000502
ZP:0000568	ZFA:0000092	PATO:0000574
ZP:0000569	ZFA:0000084	PATO:0000411
ZP:0000570	ZFA:0000112	PATO:0000001
ZP:0000571	ZFA:0000123	PATO:0000001
ZP:0000572	ZFA:0005509	PATO:0000587
ZP:0000574	GO:0007417	PATO:0001507
ZP:0000575	GO:0030903	PATO:0001507
ZP:0000576	ZFA:0000006	PATO:0000586
ZP:0000577	ZFA:0000012	PATO:0000051
ZP:0000578	ZFA:0000012	PATO:0000646
ZP:0000579	ZFA:0000135	PATO:0001784
ZP:0000580	ZFA:0000142	PATO:0000646
ZP:0000581	ZFA:0000737	PATO:0001450
ZP:0000582	ZFA:0001056	PATO:0000600
ZP:0000583	ZFA:0001058	PATO:0000405
ZP:0000584	ZFA:0001058	PATO:0000574
ZP:0000585	ZFA:0001094	PATO:0002364
ZP:0000588	ZFA:0005020	PATO:0000574
ZP:0000589	ZFA:0005020	PATO:0002286
ZP:0000590	ZFA:0005020	PATO:0002364
ZP:0000591	ZFA:0009139	PATO:0001923
ZP:0000592	GO:0003407	PATO:0001507
ZP:0000593	GO:0008283	PATO:0002051
ZP:0000594	GO:0009790	PATO:0000502
ZP:0000595	GO:0060322	PATO:0001507
ZP:0000596	ZFA:0000144	PATO:0000001
ZP:0000597	ZFA:0000144	PATO:0002251
ZP:0000598	ZFA:0001114	PATO:0000001
ZP:0000602	GO:0003146	PATO:0000297
ZP:0000603	GO:0021508	PATO:0000297
ZP:0000604	GO:0021508	PATO:0001507
ZP:0000605	GO:0021999	PATO:0001507
ZP:0000606	GO:0032502	PATO:0000502
ZP:0000607	GO:0042074	PATO:0001507
ZP:0000608	GO:0048327	PATO:0001507
ZP:0000609	GO:0060026	PATO:0001507
ZP:0000611	ZFA:0000022	PATO:0000462
ZP:0000612	ZFA:0000022	PATO:0000587
ZP:0000613	ZFA:0000022	PATO:0001483
ZP:0000615	ZFA:0000032	PATO:0000587
ZP:0000616	ZFA:0000060	PATO:0000051
ZP:0000617	ZFA:0000075	PATO:0000051
ZP:0000618	ZFA:0000091	PATO:0000051
ZP:0000619	ZFA:0000091	PATO:0001483
ZP:0000620	ZFA:0000107	PATO:0001924
ZP:0000624	ZFA:0000135	PATO:0000051
ZP:0000625	ZFA:0000135	PATO:0000141
ZP:0000626	ZFA:0000135	PATO:0000587
ZP:0000627	ZFA:0000135	PATO:0000617
ZP:0000628	ZFA:0000135	PATO:0001469
ZP:0000631	ZFA:0000360	PATO:0002268
ZP:0000635	ZFA:0000938	PATO:0000462
ZP:0000636	ZFA:0001115	PATO:0001469
ZP:0000637	ZFA:0001117	PATO:0000406
ZP:0000638	ZFA:0001117	PATO:0001469
ZP:0000639	ZFA:0001120	PATO:0000051
ZP:0000640	ZFA:0001135	PATO:0000001
ZP:0000643	ZFA:0001258	PATO:0001483
ZP:0000645	ZFA:0001424	PATO:0000051
ZP:0000647	ZFA:0007016	PATO:0000051
ZP:0000648	ZFA:0009003	PATO:0001920
ZP:0000650	ZFA:0000035	PATO:0000587
ZP:0000651	ZFA:0000035	PATO:0001501
ZP:0000652	ZFA:0000107	PATO:0001715
ZP:0000653	ZFA:0000152	PATO:0000141
ZP:0000654	ZFA:0000152	PATO:0000587
ZP:0000655	ZFA:0000152	PATO:0000937
ZP:0000656	ZFA:0001283	PATO:0001715
ZP:0000657	ZFA:0009310	PATO:0001997
ZP:0000658	GO:0007519	PATO:0000502
ZP:0000659	GO:0007519	PATO:0001507
ZP:0000660	GO:0030239	PATO:0001507
ZP:0000661	GO:0048701	PATO:0001507
ZP:0000663	ZFA:0000328	PATO:0001997
ZP:0000664	ZFA:0001094	PATO:0001906
ZP:0000665	ZFA:0001400	PATO:0000574
ZP:0000668	ZFA:0005145	PATO:0000638
ZP:0000669	ZFA:0005145	PATO:0000937
ZP:0000672	ZFA:0009084	PATO:0002077
ZP:0000675	GO:0003007	PATO:0002302
ZP:0000676	GO:0008283	PATO:0000912
ZP:0000677	GO:0030099	PATO:0001507
ZP:0000678	GO:0035050	PATO:0001507
ZP:0000679	GO:0060975	PATO:0001507
ZP:0000681	ZFA:0000076	PATO:0001511
ZP:0000682	ZFA:0000112	PATO:0001501
ZP:0000683	ZFA:0000112	PATO:0001617
ZP:0000684	ZFA:0000114	PATO:0000645
ZP:0000685	ZFA:0000114	PATO:0001241
ZP:0000686	ZFA:0000360	PATO:0000646
ZP:0000687	ZFA:0005041	PATO:0001241
ZP:0000688	ZFA:0009316	PATO:0001997
ZP:0000689	GO:0002040	PATO:0001236
ZP:0000690	GO:0005179	PATO:0002052
ZP:0000691	GO:0006809	PATO:0001507
ZP:0000692	GO:0008015	PATO:0000462
ZP:0000693	GO:0010882	PATO:0001507
ZP:0000694	GO:0019722	PATO:0001507
ZP:0000695	GO:0030218	PATO:0001236
ZP:0000696	GO:0035148	PATO:0001236
ZP:0000697	GO:0035162	PATO:0002302
ZP:0000698	GO:0048823	PATO:0001507
ZP:0000699	GO:0048844	PATO:0000502
ZP:0000700	GO:0048845	PATO:0001507
ZP:0000701	GO:0055117	PATO:0001507
ZP:0000702	GO:0060047	PATO:0000462
ZP:0000703	GO:0060215	PATO:0001236
ZP:0000704	GO:0072017	PATO:0000297
ZP:0000705	GO:0072019	PATO:0000297
ZP:0000706	GO:0072554	PATO:0001507
ZP:0000707	ZFA:0000007	PATO:0001574
ZP:0000711	ZFA:0000008	PATO:0000587
ZP:0000712	ZFA:0000009	PATO:0001585
ZP:0000713	ZFA:0000009	PATO:0001624
ZP:0000714	ZFA:0000009	PATO:0001715
ZP:0000715	ZFA:0000014	PATO:0000141
ZP:0000716	ZFA:0000014	PATO:0001896
ZP:0000717	ZFA:0000099	PATO:0002105
ZP:0000718	ZFA:0000110	PATO:0001715
ZP:0000719	ZFA:0000114	PATO:0001691
